SimulationTime,Episode,Step,TotalVehicles,VehiclesWaiting,QueueLength,CumulativeReward,CurrentReward,CurrentPhase,GreenLightTime,FuelConsumed,AverageWaitTime
9735.511,326,1,1168,3,3,0,50,2,30,0,0
9745.511,326,5,1169,3,3,0,50,2,30,0,0
9755.511,326,13,1170,4,4,0,50,2,30,0,0
9765.511,327,1,1171,5,5,0,66.66666,0,40,0,0
9775.511,327,9,1172,1,1,0,66.66666,0,40,0,0
9785.511,327,14,1174,2,2,0,66.66666,0,40,0,0
9795.511,327,18,1175,1,1,0,66.66666,0,40,0,0
9805.511,328,2,1176,1,1,0,50,1,20,0,0
9815.511,328,7,1177,2,2,0,50,1,20,0,0
9825.511,329,1,1178,3,3,0,75,2,30,0,0
9835.511,329,5,1179,2,2,0,75,2,30,0,0
9845.511,329,11,1181,4,4,0,75,2,30,0,0
9855.511,330,1,1182,5,5,0,50,0,40,0,0
9865.511,330,7,1183,1,1,0,50,0,40,0,0
9875.511,330,11,1185,2,2,0,50,0,40,0,0
9885.511,330,16,1186,1,1,0,50,0,40,0,0
9895.511,331,2,1187,1,1,0,75,1,20,0,0
9905.511,331,8,1188,2,2,0,75,1,20,0,0
9915.511,332,1,1189,3,3,0,50,2,30,0,0
9925.511,332,6,1190,2,2,0,50,2,30,0,0
9935.511,332,12,1191,3,3,0,50,2,30,0,0
9945.511,333,1,1192,4,4,0,50,0,40,0,0
9955.511,333,7,1193,1,1,0,50,0,40,0,0
9965.511,333,10,1195,2,2,0,50,0,40,0,0
9975.511,333,16,1196,1,1,0,50,0,40,0,0
9985.511,334,2,1197,1,1,0,62.5,1,20,0,0
9995.511,334,7,1198,2,2,0,62.5,1,20,0,0
10005.51,335,1,1199,3,3,0,50,2,30,0,0
10015.51,335,7,1200,2,2,0,50,2,30,0,0
10025.51,335,12,1202,4,4,0,50,2,30,0,0
10035.51,336,1,1203,5,5,0,66.66666,0,40,0,0
10045.51,336,8,1204,1,1,0,66.66666,0,40,0,0
10055.51,336,12,1205,1,1,0,66.66666,0,40,0,0
10065.51,336,17,1206,1,1,0,66.66666,0,40,0,0
10075.51,337,2,1207,1,1,0,50,1,20,0,0
10085.51,337,7,1208,2,2,0,50,1,20,0,0
10095.51,338,1,1209,3,3,0,50,2,26,0,0
10105.51,338,7,1211,2,2,0,50,2,26,0,0
10115.51,338,11,1212,3,3,0,50,2,26,0,0
10125.51,339,4,1213,2,2,0,56.24931,0,40,0,0
10135.51,339,9,1214,1,1,0,56.24931,0,40,0,0
10145.51,339,15,1215,1,1,0,56.24931,0,40,0,0
10155.51,339,18,1217,2,2,0,56.24931,0,40,0,0
10165.51,340,3,1218,2,2,0,62.5,1,20,0,0
10175.51,340,7,1219,3,3,0,62.5,1,20,0,0
10185.51,341,3,1221,4,4,0,75,2,30,0,0
10195.51,341,9,1222,5,5,0,75,2,30,0,0
10205.51,341,12,1223,6,6,0,75,2,30,0,0
10215.51,342,2,1224,4,4,0,50,0,40,0,0
10225.51,342,7,1225,1,1,0,50,0,40,0,0
10235.51,342,13,1227,2,2,0,50,0,40,0,0
10245.51,342,17,1228,1,1,0,50,0,40,0,0
10255.51,343,4,1229,2,2,0,62.5,1,20,0,0
10265.51,343,8,1230,3,3,0,62.5,1,20,0,0
10275.51,344,3,1231,4,4,0,50,2,30,0,0
10285.51,344,9,1232,5,5,0,50,2,30,0,0
10295.51,344,12,1234,7,7,0,50,2,30,0,0
10305.51,345,2,1235,6,6,0,66.66666,0,40,0,0
10315.51,345,8,1236,1,1,0,66.66666,0,40,0,0
10325.51,345,13,1237,1,1,0,66.66666,0,40,0,0
10335.51,345,17,1238,1,1,0,66.66666,0,40,0,0
10345.51,346,4,1239,1,1,0,50,1,20,0,0
10355.51,346,8,1241,3,3,0,50,1,20,0,0
10365.51,347,2,1242,3,3,0,75,2,30,0,0
10375.51,347,8,1243,4,4,0,75,2,30,0,0
10385.51,347,12,1244,5,5,0,75,2,30,0,0
10395.51,348,3,1245,3,3,0,50,0,40,0,0
10405.51,348,9,1246,1,1,0,50,0,40,0,0
10415.51,348,14,1247,1,1,0,50,0,40,0,0
10425.51,348,18,1248,1,1,0,50,0,40,0,0
10435.51,349,4,1249,1,1,0,62.5,1,20,0,0
10445.51,349,9,1251,3,3,0,62.5,1,20,0,0
10455.51,350,2,1252,4,4,0,50,2,30,0,0
10465.51,350,8,1253,5,5,0,50,2,30,0,0
10475.51,350,12,1254,6,6,0,50,2,30,0,0
10485.51,351,3,1256,5,5,0,66.66666,0,40,0,0
10495.51,351,9,1257,1,1,0,66.66666,0,40,0,0
10505.51,351,14,1259,2,2,0,66.66666,0,40,0,0
10515.51,351,20,1260,1,1,0,66.66666,0,40,0,0
10525.51,352,3,1261,2,2,0,62.5,1,20,0,0
10535.51,352,9,1262,3,3,0,62.5,1,20,0,0
10545.51,353,3,1263,4,4,0,50,2,30,0,0
10555.51,353,9,1264,5,5,0,50,2,30,0,0
10565.51,353,12,1266,7,7,0,50,2,30,0,0
10575.51,354,5,1267,5,5,0,66.66666,0,40,0,0
10585.51,354,9,1268,1,1,0,66.66666,0,40,0,0
10595.51,354,15,1269,1,1,0,66.66666,0,40,0,0
10605.51,354,20,1271,2,2,0,66.66666,0,40,0,0
10615.51,355,2,1272,2,2,0,62.5,1,20,0,0
10625.51,355,8,1273,3,3,0,62.5,1,20,0,0
10635.51,356,3,1274,2,2,0,50,2,30,0,0
10645.51,356,10,1276,4,4,0,50,2,30,0,0
10655.51,356,13,1277,5,5,0,50,2,30,0,0
10665.51,357,5,1278,2,2,0,66.66666,0,40,0,0
10675.51,357,9,1279,1,1,0,66.66666,0,40,0,0
10685.51,357,14,1280,1,1,0,66.66666,0,40,0,0
10695.51,357,20,1282,2,2,0,66.66666,0,40,0,0
10705.51,358,3,1283,2,2,0,62.5,1,20,0,0
10715.51,358,8,1284,3,3,0,62.5,1,20,0,0
10725.51,359,4,1285,4,4,0,75,2,30,0,0
10735.51,359,10,1287,6,6,0,75,2,30,0,0
10745.51,359,14,1288,7,7,0,75,2,30,0,0
10755.51,360,4,1289,6,6,0,50,0,44,0,0
10765.51,360,9,1290,1,1,0,50,0,44,0,0
10775.51,360,15,1291,1,1,0,50,0,44,0,0
10785.51,360,20,1292,1,1,0,50,0,44,0,0
10795.51,360,24,1293,1,1,0,50,0,44,0,0
10805.51,361,7,1295,2,2,0,53.57106,1,20,0,0
10815.51,361,11,1296,3,3,0,53.57106,1,20,0,0
10825.51,362,6,1297,3,3,0,75,2,30,0,0
10835.51,362,10,1299,5,5,0,75,2,30,0,0
10845.51,362,16,1300,6,6,0,75,2,30,0,0
10855.51,363,4,1301,1,1,0,66.66666,0,40,0,0
10865.51,363,11,1302,1,1,0,66.66666,0,40,0,0
10875.51,363,15,1303,1,1,0,66.66666,0,40,0,0
10885.51,363,19,1304,1,1,0,66.66666,0,40,0,0
10895.51,364,5,1305,1,1,0,50,1,20,0,0
10905.51,364,9,1307,3,3,0,50,1,20,0,0
10915.51,365,4,1308,4,4,0,75,2,23,0,0
10925.51,365,9,1309,5,5,0,75,2,23,0,0
10935.51,366,6,1310,3,3,0,42.85774,0,37,0,0
10945.51,366,10,1311,1,1,0,42.85774,0,37,0,0
10955.51,366,16,1312,1,1,0,42.85774,0,37,0,0
10965.51,366,21,1313,1,1,0,42.85774,0,37,0,0
10975.51,367,4,1314,1,1,0,62.5,1,20,0,0
10985.51,367,11,1316,3,3,0,62.5,1,20,0,0
10995.51,368,3,1317,3,3,0,50,2,30,0,0
